ticker,appreciation,10bagger,table,permaticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
KTII,2.9253120124804988,False,SEP,185780,K Tron International Inc,NASDAQ,Y,Domestic,482730108,3823.0,Manufacturing,Industrial Instruments For Measurement Display And Control,,Measuring and Control Equipment,Technology,Scientific & Technical Instruments,3 - Small,2 - Micro,,USD,New Jersey; U.S.A,2018-10-16,2015-06-28,1986-01-01,2010-04-01,1996-12-31,2009-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000000020,
KTOS,1.628125,False,SEP,196509,Kratos Defense & Security Solutions Inc,NASDAQ,N,Domestic,50077B207 50077B108 97653A103,3760.0,Manufacturing,Guided Missiles & Space Vehicles & Parts,,Defense,Industrials,Aerospace & Defense,4 - Mid,3 - Small,WFII KTOSD,USD,California; U.S.A,2020-01-14,2015-09-03,1999-11-05,2020-01-14,1997-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001069258,http://www.kratosdefense.com
KTYB,2.6722222222222225,False,SEP,197205,Kentucky Bancshares Inc,OTC,N,Domestic,491203105,6022.0,Finance Insurance And Real Estate,State Commercial Banks,,Banking,Financial Services,Banks - Regional,2 - Micro,1 - Nano,,USD,Kentucky; U.S.A,2020-01-14,2015-05-20,1995-07-13,2020-01-13,2000-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001000232,http://www.kybank.com
KUBTY,3.1953921134249006,False,SEP,189094,Kubota Corp,OTC,N,ADR,501173207,3320.0,Manufacturing,Iron & Steel Foundries,,Steel Works Etc,,None,5 - Large,5 - Large,KUB,USD,Japan,2020-01-14,2016-02-12,1986-01-01,2020-01-14,2001-03-31,2013-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000109821,http://www.kubota.co.jp
KUNUF,0.68,False,SEP,114596,KunLun Energy Co Ltd,OTC,N,ADR,G5320C108,,,,,,,None,,,KUNUY,USD,Hong Kong,2020-01-14,2018-10-04,2010-01-05,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001449614,http://www.kunlun.com.hk
KURRY,0.9507389162561576,False,SEP,114391,Kuraray Co Ltd,OTC,N,ADR,50127R103,,,,,,,None,,,,USD,New York; U.S.A,2020-01-14,2018-10-10,2010-10-15,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001446655,http://www.kuraray.co.jp
KUTV,0.7846153846153846,False,SEP,190084,Ku6 Media Co Ltd,NASDAQ,Y,ADR,48274B103 447773102,4899.0,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication,Communication Services,Telecom Services,2 - Micro,2 - Micro,HRAY,USD,China,2018-10-16,2016-02-03,2005-02-04,2016-07-11,2002-12-31,2015-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001294435,
KVHI,2.114107883817427,False,SEP,197113,Kvh Industries Inc,NASDAQ,N,Domestic,482738101,3663.0,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,Technology,Communication Equipment,3 - Small,2 - Micro,,USD,Rhode Island; U.S.A,2020-01-14,2014-10-21,1996-04-02,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001007587,http://www.kvh.com
KVPBQ,0.064,False,SEP,116148,K-V Pharmaceutical Co,NYSE,Y,Domestic,482740206 482740107,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,3 - Small,KV.A KV.B KVPHQ,USD,Missouri; U.S.A,2018-10-16,2018-07-24,1986-01-01,2013-09-13,1997-03-31,2012-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000057055,
KW,2.265889830508475,False,SEP,193891,Kennedy-Wilson Holdings Inc,NYSE,N,Domestic Primary,489398107 74347T103 74347T202,6500.0,Finance Insurance And Real Estate,Real Estate,,Real Estate,Real Estate,Real Estate Services,4 - Mid,3 - Small,KWN PAX,USD,California; U.S.A,2020-01-14,2015-06-01,2007-12-03,2020-01-14,2007-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001408100,http://www.kennedywilson.com
KWIC,1.325,False,SEP,169479,Kennedy Wilson Inc,NASDAQ,Y,Domestic,489399204,6531.0,Finance Insurance And Real Estate,Real Estate Agents & Managers (For Others),,Real Estate,Real Estate,Real Estate Services,2 - Micro,2 - Micro,KW,USD,California; U.S.A,2019-07-10,2015-12-04,1992-08-07,2009-11-12,1996-12-31,2004-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000885720,
KWKAQ,0.0005813953488372093,False,SEP,196589,Quicksilver Resources Inc,NYSE,Y,Domestic,74837R104,1311.0,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,Energy,Oil & Gas E&P,4 - Mid,3 - Small,KWK,USD,Texas; U.S.A,2019-06-06,2014-10-23,1992-03-17,2016-08-30,1997-09-30,2015-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001060990,
KWR,33.83952702702703,True,SEP,199400,Quaker Chemical Corp,NYSE,N,Domestic,747316107,2990.0,Manufacturing,Miscellaneous Products Of Petroleum & Coal,,Petroleum and Natural Gas,Basic Materials,Specialty Chemicals,4 - Mid,3 - Small,,USD,Pennsylvania; U.S.A,2020-01-14,2014-10-10,1990-03-26,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000081362,http://www.quakerchem.com
KYOCY,2.1227027027027026,False,SEP,189881,Kyocera Corp,OTC,N,ADR,501556203,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Consumer Electronics,5 - Large,5 - Large,KYO,USD,Japan,2020-01-14,2016-01-01,1987-11-05,2020-01-14,2001-03-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000057083,http://global.kyocera.com
KZ,1.7076782866256552,False,SEP,190506,Kongzhong Corp,NASDAQ,Y,ADR,50047P104,4822.0,Transportation Communications Electric Gas And Sanitary Service,Telegraph & Other Message Communications,,Communication,Technology,Software - Infrastructure,3 - Small,2 - Micro,,USD,China,2018-06-13,2016-02-12,2004-07-09,2017-04-13,2003-12-31,2015-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001285137,
KZIA,0.09823529411764706,False,SEP,120803,Kazia Therapeutics Ltd,NASDAQ,N,ADR,67010F202 48669G105 67010F301,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,NVGN,USD,Australia,2020-01-14,2018-01-26,1999-01-06,2020-01-14,2000-06-30,2019-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001075880,http://www.kaziatherapeutics.com
KZMYY,0.3649825783972125,False,SEP,111175,Kaz Minerals Plc,OTC,N,ADR,48667P107,,,,,,,None,,,,USD,New York; U.S.A,2020-01-14,2019-03-09,2010-11-19,2020-01-14,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001438929,http://www.kazminerals.com
L,2.5239599789362823,False,SEP,199571,Loews Corp,NYSE,N,Domestic,540424108 540424207,6331.0,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,Financial Services,Insurance - Property & Casualty,5 - Large,5 - Large,LTR,USD,New York; U.S.A,2020-01-14,2015-01-23,1987-07-10,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000060086,http://www.loews.com
LAB,0.6899641577060932,False,SEP,185584,Labranche & Co Inc,NYSE,Y,Domestic,505447102,6211.0,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading,Financial Services,Capital Markets,4 - Mid,3 - Small,,USD,New York; U.S.A,2019-06-10,2015-07-08,1999-08-19,2011-06-27,1997-06-30,2011-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001089044,
LABC,1.9885714285714284,False,SEP,194090,Louisiana Bancorp Inc,NASDAQ,Y,Domestic,54619P104,6035.0,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,Financial Services,Banks - Regional,2 - Micro,1 - Nano,,USD,Louisiana; U.S.A,2019-08-30,2015-01-06,2007-07-10,2015-09-15,2005-12-31,2015-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001392562,
LABL,4.112943116240725,False,SEP,198298,MULTI COLOR Corp,NASDAQ,Y,Domestic,625383104,2750.0,Manufacturing,Commercial Printing,,Business Services,Industrials,Business Services,3 - Small,3 - Small,,USD,Ohio; U.S.A,2019-07-01,2014-10-14,1990-03-26,2019-07-01,1996-12-31,2019-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000819220,
LAD,36.95219123505977,True,SEP,196984,Lithia Motors Inc,NYSE,N,Domestic,536797103,5500.0,Retail Trade,Retail-Auto Dealers & Gasoline Stations,,Retail,Consumer Cyclical,Auto & Truck Dealerships,4 - Mid,5 - Large,,USD,Oregon; U.S.A,2020-01-14,2015-03-19,1996-12-18,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001023128,http://www.lithiainvestorrelations.com
LAKE,1.6999710396756442,False,SEP,198441,Lakeland Industries Inc,NASDAQ,N,Domestic,511795106,3842.0,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment,Consumer Cyclical,Apparel Manufacturing,2 - Micro,2 - Micro,,USD,New York; U.S.A,2020-01-14,2014-12-03,1990-03-26,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000798081,http://www.lakeland.com
LAMR,12.269349845201239,True,SEP,196293,Lamar Advertising Co,NASDAQ,N,Domestic,512816109 512815101,6798.0,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,Real Estate,REIT - Specialty,4 - Mid,3 - Small,,USD,Louisiana; U.S.A,2020-01-14,2014-09-30,1996-08-02,2020-01-14,1997-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001090425,http://www.lamar.com
LANC,4.056173958063681,False,SEP,199584,Lancaster Colony Corp,NASDAQ,N,Domestic,513847103,2030.0,Manufacturing,Canned Frozen & Preservd Fruit Veg & Food Specialties,,Food Products,Consumer Defensive,Packaged Foods,4 - Mid,3 - Small,,USD,Ohio; U.S.A,2020-01-14,2014-09-30,1990-03-26,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000057515,http://www.lancastercolony.com
LARK,2.519016697588126,False,SEP,195802,Landmark Bancorp Inc,NASDAQ,N,Domestic,51504L107,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Regional,2 - Micro,1 - Nano,,USD,Kansas; U.S.A,2020-01-14,2015-05-27,1994-03-28,2020-01-14,2000-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001141688,http://www.banklandmark.com
LASLY,0.00011933174224343674,False,SEP,189556,Lentuo International Inc,NYSE,Y,ADR,526353107,5500.0,Retail Trade,Retail-Auto Dealers & Gasoline Stations,,Retail,Consumer Cyclical,Auto & Truck Dealerships,3 - Small,4 - Mid,LAS,USD,China,2018-10-16,2016-04-24,2010-12-10,2015-09-16,2007-12-31,2013-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001499673,
LAVA,7.9891304347826075,False,SEP,186202,Magma Design Automation Inc,NASDAQ,Y,Domestic,559181102,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,3 - Small,2 - Micro,,USD,California; U.S.A,2019-06-28,2015-09-09,2001-11-20,2012-02-21,2000-03-31,2011-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001065034,
LAWEQ,0.38235294117647056,False,SEP,186313,Law Enforcement Associates Corp,NYSEMKT,Y,Domestic,519485106,3663.0,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,Technology,Communication Equipment,2 - Micro,1 - Nano,LAWE LENF,USD,North Carolina; U.S.A,2018-10-16,2016-01-22,2004-03-16,2010-12-17,2001-09-30,2011-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001165921,
LAWS,2.055045871559633,False,SEP,198944,Lawson Products Inc,NASDAQ,N,Domestic,520776105,5080.0,Wholesale Trade,Wholesale-Machinery Equipment & Supplies,,Wholesale,Industrials,Industrial Distribution,3 - Small,3 - Small,,USD,Illinois; U.S.A,2020-01-14,2014-12-17,1990-03-26,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000703604,http://www.lawsonproducts.com
LAYN,1.0398110661268556,False,SEP,197768,Layne Christensen Co,NASDAQ,Y,Domestic,521050104,1700.0,Construction,Construction - Special Trade Contractors,,Construction,Industrials,Engineering & Construction,3 - Small,3 - Small,,USD,Texas; U.S.A,2018-09-21,2015-05-06,1992-08-20,2018-06-14,1996-12-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000888504,
LAZ,1.5261824324324325,False,SEP,194954,Lazard Ltd,NYSE,N,Domestic,G54050102,6282.0,Finance Insurance And Real Estate,Investment Advice,,Trading,Financial Services,Capital Markets,4 - Mid,4 - Mid,,USD,Bermuda,2020-01-14,2014-10-01,2005-05-05,2020-01-14,2003-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001311370,http://www.lazard.com
LB,3.8845070422535217,False,SEP,198953,L Brands Inc,NYSE,N,Domestic,501797104 532716107 651192106,5621.0,Retail Trade,Retail-Women'S Clothing Stores,,Retail,Consumer Cyclical,Apparel Retail,5 - Large,5 - Large,LTD,USD,Ohio; U.S.A,2020-01-14,2014-10-03,1986-01-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000701985,http://www.lb.com
LB1,3.501818181818182,False,SEP,186218,Labarge Inc,NYSE,Y,Domestic,502470107,3812.0,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,,Electronic Equipment,Industrials,Aerospace & Defense,3 - Small,3 - Small,LB,USD,Missouri; U.S.A,2019-06-24,2015-06-20,1986-01-01,2011-06-27,1996-12-31,2011-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000057139,
LBAI,2.6794687724335966,False,SEP,198127,Lakeland Bancorp Inc,NASDAQ,N,Domestic,511637100,6022.0,Finance Insurance And Real Estate,State Commercial Banks,,Banking,Financial Services,Banks - Regional,3 - Small,2 - Micro,,USD,New Jersey; U.S.A,2020-01-14,2014-10-14,1999-01-04,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000846901,http://www.lakelandbank.com
LBMH,8.589743589743591,False,SEP,199874,Liberator Medical Holdings Inc,NYSEMKT,Y,Domestic,53012L108,5912.0,Retail Trade,Retail-Drug Stores And Proprietary Stores,,Retail,Consumer Defensive,Pharmaceutical Retailers,2 - Micro,2 - Micro,,USD,Florida; U.S.A,2019-06-28,2015-02-01,2007-09-04,2016-01-21,2005-09-30,2015-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000017485,
LBTYA,4.091282219668363,False,SEP,191556,Liberty Global plc,NASDAQ,N,Domestic Primary,G5480U104 G5480U138 530555101,4841.0,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,Consumer Cyclical,Entertainment,5 - Large,5 - Large,LBTYK LBTYB LBTY LILAK LILA,USD,United Kingdom,2020-01-14,2015-05-19,2004-06-03,2020-01-14,2002-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001570585,http://www.libertyglobal.com
LBTYB,2.291128337639966,False,SEP,119286,Liberty Global plc,NASDAQ,N,Domestic Secondary,G5480U112,4841.0,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,Consumer Cyclical,Entertainment,,,LBTYK LBTYA LBTY LILAK LILA,USD,United Kingdom,2020-01-08,2018-05-25,2004-06-09,2020-01-08,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001570585,http://www.libertyglobal.com
LBTYK,2.0816852966466035,False,SEP,119285,Liberty Global plc,NASDAQ,N,Domestic Secondary,G5480U120 530555309,4841.0,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,Consumer Cyclical,Entertainment,,,LBTYA LBTYB LBTY LILAK LILA,USD,United Kingdom,2020-01-14,2018-05-25,2005-09-08,2020-01-14,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001570585,http://www.libertyglobal.com
LBY,3.5061728395061724,False,SEP,197637,Libbey Inc,NYSEMKT,N,Domestic,529898108,3220.0,Manufacturing,Glass & Glassware Pressed Or Blown,,Shipping Containers,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3 - Small,3 - Small,,USD,Ohio; U.S.A,2020-01-14,2014-10-17,1993-06-18,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000902274,http://www.libbey.com
LBYE,0.004705882352941177,False,SEP,194355,Liberty Energy Corp,OTC,Y,Domestic,53045E105,1000.0,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,Basic Materials,Other Industrial Metals & Mining,1 - Nano,1 - Nano,,USD,Texas; U.S.A,2018-10-16,2015-12-09,2010-02-18,2015-12-08,2006-06-30,2014-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001372336,
LCAR,0.5,False,SEP,199578,Lescarden Inc,OTC,Y,Domestic,526867106,3841.0,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,Healthcare,Medical Devices,1 - Nano,1 - Nano,,USD,New York; U.S.A,2018-09-21,2015-01-27,1997-05-09,2016-10-17,2005-12-31,2016-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000058822,
LCAV,1.9527272727272729,False,SEP,197163,Lca Vision Inc,NASDAQ,Y,Domestic,501803308 501803209,8093.0,Services,Services-Specialty Outpatient Facilities Nec,,Healthcare,Healthcare,Medical Care Facilities,3 - Small,2 - Micro,,USD,Ohio; U.S.A,2019-06-17,2014-12-11,1996-01-23,2014-05-09,1996-12-31,2014-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001003130,
LCC,12.307692307692307,True,SEP,198960,Us Airways Group Inc,NYSE,Y,Domestic,90341W108,4512.0,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,,Transportation,Industrials,Airlines,4 - Mid,5 - Large,USABQ UAWGQ U,USD,Arizona; U.S.A,2018-10-16,2015-07-17,2005-09-27,2014-01-24,2003-12-31,2013-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000701345,
LCI,1.4574074074074073,False,SEP,199582,Lannett Co Inc,NYSE,N,Domestic,516012101,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,4 - Mid,3 - Small,,USD,Pennsylvania; U.S.A,2020-01-14,2015-03-19,1997-01-02,2020-01-14,1997-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000057725,http://www.lannett.com
LCII,12.470779220779221,True,SEP,198621,Lci Industries,NYSE,N,Domestic,50189K103 26168L205,3714.0,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,Consumer Cyclical,Recreational Vehicles,4 - Mid,4 - Mid,DW,USD,Indiana; U.S.A,2020-01-14,2015-01-22,1989-05-03,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000763744,http://www.lci1.com
LCNB,2.0176470588235293,False,SEP,196461,Lcnb Corp,NASDAQ,N,Domestic,50181P100,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Regional,2 - Micro,2 - Micro,,USD,Ohio; U.S.A,2020-01-14,2015-05-20,1999-10-26,2020-01-14,1998-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001074902,http://www.lcnb.com
LCRD,2.49003984063745,False,SEP,120997,Lasercard Corp,NASDAQ,Y,Domestic,261876106 51807U101,3572.0,Manufacturing,Computer Storage Devices,,Computers,Technology,Computer Hardware,2 - Micro,2 - Micro,,USD,California; U.S.A,2018-09-21,2018-01-12,1986-01-01,2011-01-28,1996-12-31,2010-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000030140,
LCRY,11.729508196721312,True,SEP,188161,Lecroy Corp,NASDAQ,Y,Domestic,52324W109,3825.0,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,,Measuring and Control Equipment,Technology,Communication Equipment,2 - Micro,2 - Micro,,USD,New York; U.S.A,2018-10-16,2015-06-23,1995-10-09,2012-08-03,1996-12-31,2012-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000943580,
LCTC,1.5027322404371584,False,SEP,192862,Lifeloc Technologies Inc,OTC,N,Domestic,53220Y207,3826.0,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment,Healthcare,Diagnostics & Research,2 - Micro,1 - Nano,,USD,Colorado; U.S.A,2020-01-14,2016-04-18,2012-03-22,2020-01-13,2010-06-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001493137,http://www.lifeloc.com
LCTX,0.8972602739726028,False,SEP,197922,Lineage Cell Therapeutics Inc,NYSEMKT,N,Domestic Primary,09066L105 53566P109 09066L170,2836.0,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,1 - Nano,BTX,USD,California; U.S.A,2020-01-14,2014-10-15,1992-03-06,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000876343,http://www.lineagecell.com
LCUT,7.499999999999999,False,SEP,197946,Lifetime Brands Inc,NASDAQ,N,Domestic,53222Q103 531926103,3420.0,Manufacturing,Cutlery Handtools & General Hardware,,Construction Materials,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3 - Small,3 - Small,,USD,New York; U.S.A,2020-01-14,2014-10-15,1991-06-05,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000874396,http://www.lifetimebrands.com
LDIS,1.5,False,SEP,114848,Leadis Technology Inc,NASDAQ,Y,Domestic,52171N103,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductors,3 - Small,2 - Micro,,USD,California; U.S.A,2018-10-16,2018-09-22,2004-06-17,2017-12-19,2003-06-30,2009-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001130626,
LDKYQ,0.002443991853360489,False,SEP,110769,LDK Solar Co Ltd,NYSE,Y,ADR,50183L107,3674.0,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,Technology,Semiconductors,4 - Mid,4 - Mid,LDK LDKSY,USD,China,2019-05-30,2019-05-30,2007-06-01,2019-04-23,2006-12-31,2014-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001385424,
LDL,10.2,True,SEP,199565,Lydall Inc,NYSE,N,Domestic,550819106,3714.0,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,3 - Small,3 - Small,,USD,Connecticut; U.S.A,2020-01-14,2014-10-10,1990-01-12,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000060977,http://www.lydall.com
LDOS,0.8871816168327797,False,SEP,194725,Leidos Holdings Inc,NYSE,N,Domestic,525327102 78390X101,7373.0,Services,Services-Computer Integrated Systems Design,,Computers,Technology,Information Technology Services,5 - Large,5 - Large,SAI,USD,Virginia; U.S.A,2020-01-14,2015-03-19,2006-10-17,2020-01-14,2005-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001336920,http://www.leidos.com
LDR,1.4288751860514566,False,SEP,198253,Landauer Inc,NYSE,Y,Domestic,51476K103,3829.0,Manufacturing,Measuring & Controlling Devices Nec,,Measuring and Control Equipment,Technology,Scientific & Technical Instruments,3 - Small,2 - Micro,,USD,Illinois; U.S.A,2018-09-21,2014-10-14,1992-03-17,2017-10-18,1997-06-30,2017-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000825410,
LDSH,8.346210995542348,False,SEP,187135,Ladish Co Inc,NASDAQ,Y,Domestic,505754200,3460.0,Manufacturing,Metal Forgings & Stampings,,Fabricated Products,Consumer Cyclical,Auto Parts,3 - Small,3 - Small,,USD,Wisconsin; U.S.A,2018-11-12,2015-06-29,1998-03-11,2011-05-09,1996-12-31,2011-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000814250,
LEA,4.8252444444444444,False,SEP,198158,Lear Corp,NYSE,N,Domestic,521865204 521893107,3714.0,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,5 - Large,5 - Large,LEARQ,USD,Michigan; U.S.A,2020-01-14,2014-10-01,2009-11-09,2020-01-14,2008-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000842162,http://www.lear.com
LEAF,0.18352402745995425,False,SEP,194451,Leaf Group Ltd,NYSE,N,Domestic,24802N109 24802N208 52177G102,7374.0,Services,Services-Computer Processing & Data Preparation,,Business Services,Technology,Internet Content & Information,3 - Small,3 - Small,DMD LFGR,USD,California; U.S.A,2020-01-14,2014-10-27,2011-01-27,2020-01-14,2008-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001365038,http://www.leafgroup.com
LEAP,0.6803883495145631,False,SEP,196554,Leap Wireless International Inc,NASDAQ,Y,Domestic,521863308,4812.0,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,,Communication,Communication Services,Telecom Services,4 - Mid,4 - Mid,,USD,California; U.S.A,2018-12-31,2014-10-31,2004-08-19,2014-03-13,2002-09-30,2013-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001065049,
LEARQ,0.0326530612244898,False,SEP,120619,Lear Corp,NYSE,Y,Domestic,521865105,3714.0,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,4 - Mid,5 - Large,LEA LEAR,USD,Michigan; U.S.A,2018-09-21,2018-02-06,1994-04-07,2009-11-09,1996-12-31,2009-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000842162,
